age,job,marital,education,default credit,balance,housing,loan,contact,duration,poutcome,Result
42,admin.,divorced,secondary,no,1076,yes,no,unknown,213,unknown,no
37,management,married,tertiary,no,502,yes,no,cellular,551,failure,no
26,technician,single,tertiary,no,1216,yes,no,cellular,472,unknown,no
37,management,single,tertiary,no,876,yes,no,cellular,140,failure,no
36,services,single,secondary,no,342,yes,no,unknown,142,unknown,no
29,blue-collar,single,primary,no,950,yes,no,unknown,135,unknown,no
36,blue-collar,married,primary,no,973,yes,yes,unknown,293,unknown,no
26,technician,married,tertiary,no,3825,yes,no,unknown,107,unknown,no
32,blue-collar,married,secondary,no,2366,yes,no,unknown,127,unknown,no
40,management,married,tertiary,no,542,yes,no,cellular,1816,unknown,no
53,management,married,primary,no,995,no,no,cellular,200,unknown,no
29,management,married,tertiary,no,20,yes,no,cellular,418,unknown,no
34,technician,single,tertiary,no,228,yes,no,cellular,387,unknown,no
43,blue-collar,married,secondary,no,130,no,no,cellular,156,failure,no
56,management,married,tertiary,no,217,no,yes,cellular,121,unknown,no
55,entrepreneur,divorced,tertiary,no,0,no,no,unknown,108,unknown,no
31,self-employed,married,tertiary,no,259,yes,no,cellular,47,unknown,no
27,admin.,single,secondary,no,619,yes,no,cellular,16,other,no
36,management,married,secondary,no,644,yes,no,cellular,54,unknown,no
44,management,married,tertiary,no,22,yes,no,cellular,265,unknown,no
37,admin.,divorced,tertiary,no,4303,yes,no,unknown,168,unknown,no
30,admin.,single,secondary,no,239,yes,no,cellular,115,unknown,no
42,technician,single,secondary,no,275,no,no,cellular,31,unknown,no
30,management,married,tertiary,no,1221,yes,no,telephone,279,unknown,yes
62,retired,married,secondary,no,816,no,no,cellular,28,unknown,no
24,blue-collar,married,secondary,no,1222,yes,no,cellular,369,unknown,no
31,technician,married,secondary,no,2363,yes,no,unknown,247,unknown,no
66,retired,married,tertiary,no,2262,no,no,cellular,155,unknown,no
47,admin.,married,secondary,no,2,no,no,cellular,89,unknown,no
39,entrepreneur,married,tertiary,no,2,yes,no,cellular,180,unknown,no
35,technician,married,secondary,no,4508,yes,no,cellular,854,unknown,yes
35,admin.,divorced,secondary,no,-402,yes,no,cellular,46,unknown,no
27,technician,married,secondary,no,1577,yes,yes,unknown,266,unknown,no
32,blue-collar,married,secondary,no,34,yes,no,cellular,321,unknown,no
44,management,married,tertiary,no,795,no,no,cellular,99,unknown,no
42,blue-collar,married,secondary,no,117,yes,no,unknown,147,unknown,no
34,self-employed,single,tertiary,no,5462,no,no,cellular,430,unknown,yes
25,services,single,secondary,no,402,no,yes,cellular,264,unknown,no
40,technician,single,secondary,no,641,no,no,cellular,156,unknown,no
43,management,divorced,tertiary,no,36,no,no,cellular,118,failure,no
55,unemployed,married,tertiary,no,383,no,no,unknown,343,unknown,no
50,blue-collar,married,secondary,no,283,yes,no,cellular,226,unknown,no
45,management,divorced,tertiary,no,0,no,no,unknown,5,unknown,no
35,blue-collar,divorced,secondary,no,3102,yes,no,cellular,138,unknown,no
32,blue-collar,married,secondary,no,889,yes,no,cellular,185,success,yes
59,housemaid,married,secondary,no,0,no,no,telephone,722,failure,no
34,self-employed,married,secondary,no,-370,yes,no,unknown,748,unknown,no
39,management,married,tertiary,no,-606,yes,no,unknown,142,unknown,no
40,management,single,secondary,no,10378,yes,no,cellular,523,unknown,no
36,blue-collar,single,primary,no,1313,yes,no,unknown,8,unknown,no
40,management,married,tertiary,no,8969,yes,no,cellular,153,unknown,no
55,self-employed,married,secondary,no,-196,yes,no,unknown,210,unknown,no
38,entrepreneur,married,secondary,yes,15,yes,no,cellular,121,unknown,no
61,admin.,married,secondary,no,4608,no,no,cellular,212,unknown,yes
41,management,married,tertiary,no,666,yes,no,unknown,253,unknown,no
57,blue-collar,married,primary,no,452,yes,no,unknown,139,unknown,no
48,blue-collar,married,secondary,no,149,yes,no,unknown,71,unknown,no
77,retired,married,tertiary,no,7802,no,no,telephone,421,success,yes
35,services,married,secondary,no,1453,yes,no,unknown,199,unknown,no
54,blue-collar,married,secondary,no,1480,yes,no,unknown,108,unknown,no
37,management,single,unknown,no,715,yes,no,unknown,247,unknown,no
56,management,single,secondary,no,237,yes,no,telephone,236,unknown,no
40,technician,married,secondary,no,694,yes,no,cellular,97,failure,no
40,management,married,tertiary,no,0,no,no,cellular,109,unknown,no
54,management,married,tertiary,no,55,yes,no,cellular,112,unknown,no
55,housemaid,married,primary,no,136,yes,no,unknown,15,unknown,no
55,services,divorced,secondary,yes,-404,yes,no,cellular,502,unknown,no
52,blue-collar,married,primary,no,779,yes,no,unknown,30,unknown,no
55,blue-collar,single,primary,no,1187,yes,no,unknown,193,unknown,no
33,management,married,tertiary,no,641,yes,no,cellular,347,unknown,no
52,blue-collar,married,unknown,no,826,yes,no,unknown,468,unknown,no
33,services,divorced,secondary,no,991,yes,no,unknown,148,unknown,no
53,admin.,married,secondary,no,1796,no,no,telephone,295,success,yes
46,admin.,married,secondary,no,22,no,no,cellular,388,unknown,yes
44,technician,single,secondary,no,244,yes,no,cellular,1735,unknown,yes
48,management,divorced,tertiary,no,1328,yes,no,unknown,339,unknown,no
50,housemaid,married,secondary,no,7317,yes,no,cellular,172,failure,no
34,technician,single,secondary,no,4943,yes,yes,cellular,117,unknown,no
38,technician,single,secondary,no,258,no,yes,unknown,587,unknown,no
42,management,single,tertiary,no,515,yes,no,cellular,501,unknown,no
32,management,single,tertiary,no,12607,no,no,cellular,203,failure,no
58,admin.,married,secondary,no,2,yes,yes,telephone,282,unknown,no
31,management,married,tertiary,no,13,no,no,cellular,110,unknown,no
19,student,single,primary,no,103,no,no,cellular,104,unknown,yes
41,management,married,tertiary,no,3872,no,no,cellular,231,unknown,no
31,unemployed,married,secondary,no,296,yes,no,unknown,378,unknown,no
52,self-employed,single,primary,no,217,no,yes,cellular,193,unknown,no
42,self-employed,divorced,tertiary,no,360,yes,no,unknown,110,unknown,no
41,blue-collar,single,secondary,no,428,yes,no,cellular,92,unknown,no
30,blue-collar,single,secondary,no,315,no,no,cellular,1407,unknown,yes
38,blue-collar,married,secondary,no,121,yes,yes,cellular,168,failure,no
32,management,married,tertiary,no,820,yes,no,cellular,738,unknown,no
52,technician,married,secondary,no,195,yes,no,cellular,220,failure,yes
48,management,divorced,tertiary,no,108,yes,no,unknown,89,unknown,no
36,management,married,tertiary,no,-381,yes,no,cellular,30,unknown,no
45,unemployed,divorced,primary,no,757,no,no,cellular,103,failure,no
34,technician,married,tertiary,no,691,yes,yes,unknown,70,unknown,no
36,blue-collar,married,primary,no,1925,yes,no,cellular,904,unknown,yes
34,management,married,tertiary,no,902,yes,no,cellular,159,other,no
61,retired,married,secondary,no,5207,no,no,cellular,336,other,no
54,services,married,secondary,no,0,no,no,unknown,220,unknown,no
50,entrepreneur,married,secondary,no,665,no,no,telephone,238,unknown,no
43,admin.,divorced,secondary,no,738,yes,no,cellular,585,failure,no
47,blue-collar,married,primary,no,233,no,no,cellular,293,unknown,no
45,services,married,secondary,no,-839,yes,no,unknown,68,unknown,no
57,retired,married,primary,no,5799,no,no,unknown,97,unknown,no
27,admin.,married,secondary,no,1033,yes,no,unknown,1713,unknown,no
49,unemployed,divorced,secondary,no,66,no,no,cellular,218,unknown,no
43,services,married,primary,no,2567,yes,no,cellular,109,failure,no
40,management,married,tertiary,no,1584,yes,no,telephone,661,unknown,no
32,services,single,secondary,no,182,yes,no,cellular,145,unknown,no
58,management,married,primary,no,76,yes,no,telephone,54,unknown,no
34,admin.,single,secondary,no,663,yes,no,cellular,111,unknown,no
46,technician,divorced,secondary,no,3455,yes,no,unknown,566,unknown,no
29,blue-collar,married,secondary,no,15,no,no,cellular,136,unknown,no
52,blue-collar,married,primary,no,1054,no,no,cellular,273,unknown,no
45,management,married,tertiary,no,1529,no,no,cellular,160,unknown,no
26,management,single,secondary,no,63,no,no,cellular,76,unknown,no
40,technician,married,tertiary,no,0,no,no,cellular,44,unknown,no
41,admin.,married,secondary,no,920,yes,yes,unknown,239,unknown,no
47,admin.,single,secondary,no,3696,no,no,cellular,250,success,yes
27,technician,single,unknown,no,59,no,no,cellular,792,unknown,no
27,services,married,secondary,no,0,yes,no,cellular,198,unknown,no
48,blue-collar,married,secondary,no,157,yes,no,unknown,73,unknown,no
49,admin.,married,secondary,no,2465,no,no,cellular,157,unknown,no
35,blue-collar,married,primary,no,0,yes,no,cellular,90,unknown,no
47,self-employed,married,secondary,yes,2,no,no,cellular,236,unknown,no
54,management,married,tertiary,no,0,no,no,cellular,118,unknown,no
39,management,single,tertiary,no,12437,no,no,telephone,40,unknown,no
28,student,single,secondary,no,378,yes,no,cellular,346,unknown,no
54,blue-collar,married,primary,no,211,no,no,unknown,200,unknown,no
34,technician,married,secondary,no,-228,yes,no,cellular,187,other,no
63,retired,married,secondary,no,2747,no,no,cellular,113,failure,no
42,self-employed,married,tertiary,no,1932,yes,no,unknown,192,unknown,no
43,technician,single,secondary,no,11269,no,no,unknown,92,unknown,no
37,admin.,married,secondary,no,1314,yes,no,cellular,682,success,no
55,blue-collar,married,primary,no,2275,no,no,cellular,139,unknown,no
43,management,single,tertiary,no,1304,no,no,cellular,501,unknown,yes
41,blue-collar,married,secondary,yes,720,no,yes,cellular,651,unknown,yes
47,technician,divorced,secondary,no,2914,yes,no,cellular,405,unknown,no
34,technician,married,secondary,no,1464,yes,no,unknown,350,unknown,no
28,student,single,secondary,no,11555,no,no,cellular,125,unknown,no
36,services,married,secondary,no,-302,yes,no,cellular,36,unknown,no
50,technician,married,secondary,no,2497,yes,no,cellular,35,failure,no
35,blue-collar,married,secondary,no,-339,yes,no,unknown,389,unknown,no
40,technician,married,secondary,no,56,yes,yes,cellular,194,failure,no
26,self-employed,single,tertiary,no,211,no,no,cellular,168,unknown,no
36,management,divorced,tertiary,no,3611,yes,no,unknown,347,unknown,no
59,unemployed,married,primary,no,0,no,no,cellular,3025,unknown,no
28,student,single,secondary,no,459,no,no,cellular,83,unknown,no
46,entrepreneur,married,unknown,no,242,yes,no,unknown,332,unknown,no
50,self-employed,married,secondary,no,1138,no,no,cellular,219,unknown,no
53,management,married,tertiary,no,1319,yes,no,cellular,427,failure,no
81,retired,married,secondary,no,1,no,no,cellular,65,unknown,no
35,services,divorced,secondary,no,67,yes,no,cellular,192,unknown,no
58,retired,married,unknown,no,937,no,no,cellular,155,unknown,no
44,services,married,secondary,no,0,yes,yes,cellular,161,unknown,no
38,management,married,tertiary,no,-558,yes,no,cellular,533,unknown,no
49,blue-collar,married,secondary,no,171,no,no,cellular,19,other,no
33,technician,single,tertiary,no,696,no,yes,cellular,193,failure,no
29,management,married,tertiary,no,361,yes,yes,cellular,819,unknown,no
28,technician,single,secondary,no,227,no,no,cellular,278,unknown,yes
31,admin.,married,secondary,no,236,yes,yes,telephone,211,unknown,no
33,management,single,tertiary,no,-53,no,no,cellular,617,unknown,no
52,technician,married,secondary,no,192,yes,no,cellular,61,unknown,no
43,management,divorced,tertiary,no,38,yes,no,cellular,197,unknown,no
32,self-employed,single,secondary,no,518,yes,no,cellular,34,unknown,no
36,self-employed,married,tertiary,no,16,yes,yes,cellular,95,unknown,no
41,blue-collar,married,secondary,no,-256,yes,no,unknown,147,unknown,no
43,blue-collar,married,secondary,no,105,no,yes,cellular,668,unknown,no
45,self-employed,married,tertiary,no,334,no,no,unknown,87,unknown,no
39,technician,married,secondary,no,1048,no,yes,cellular,405,unknown,no
41,services,married,secondary,no,108,yes,yes,unknown,83,unknown,no
31,technician,married,secondary,no,660,no,no,cellular,115,unknown,no
37,unemployed,single,tertiary,yes,0,yes,no,cellular,108,unknown,no
28,entrepreneur,married,unknown,no,1034,no,no,cellular,113,unknown,no
47,housemaid,married,primary,no,201,yes,no,cellular,58,failure,no
37,housemaid,married,primary,no,189,no,no,cellular,148,unknown,no
60,retired,divorced,unknown,no,-49,yes,no,cellular,188,failure,no
43,technician,divorced,secondary,no,1413,yes,no,telephone,75,unknown,no
58,retired,divorced,tertiary,no,264,yes,yes,cellular,523,unknown,no
52,entrepreneur,married,tertiary,no,54,yes,yes,telephone,103,unknown,no
50,blue-collar,married,primary,no,12519,yes,no,cellular,146,success,no
32,services,single,secondary,no,2881,no,no,cellular,356,unknown,yes
42,blue-collar,married,primary,no,0,yes,no,cellular,71,unknown,no
31,admin.,married,secondary,no,88,yes,yes,cellular,189,unknown,no
28,blue-collar,married,secondary,no,1020,yes,no,unknown,251,unknown,no
36,technician,divorced,tertiary,no,119,no,no,cellular,127,unknown,no
51,unemployed,single,tertiary,no,1594,no,no,telephone,197,unknown,no
46,technician,married,tertiary,no,342,yes,yes,cellular,84,unknown,no
50,services,single,secondary,no,72,no,no,unknown,141,unknown,no
32,blue-collar,married,secondary,no,14,yes,no,unknown,171,unknown,no
26,entrepreneur,single,tertiary,no,81,no,no,cellular,262,unknown,no
41,self-employed,married,tertiary,no,231,no,no,cellular,352,unknown,yes
39,technician,married,tertiary,no,1161,yes,no,cellular,236,failure,no
31,blue-collar,married,secondary,no,-45,yes,no,unknown,184,unknown,no
28,management,single,tertiary,no,231,yes,yes,cellular,568,unknown,no
31,management,single,secondary,no,36,no,no,cellular,105,unknown,no
30,technician,married,tertiary,no,1570,yes,no,cellular,260,unknown,no
35,technician,married,tertiary,no,7050,no,no,cellular,222,success,yes
33,blue-collar,married,primary,no,3704,yes,no,unknown,447,unknown,no
30,technician,single,tertiary,no,6619,yes,no,cellular,239,unknown,no
32,blue-collar,single,secondary,no,-84,yes,no,cellular,426,unknown,no
40,management,single,tertiary,no,1509,no,no,cellular,333,failure,no
31,self-employed,married,tertiary,no,1134,no,no,cellular,174,unknown,no
36,technician,married,secondary,no,146,yes,yes,unknown,284,unknown,no
33,management,single,tertiary,no,9449,yes,no,cellular,428,unknown,no
57,retired,married,secondary,no,374,yes,yes,cellular,236,unknown,no
45,technician,married,secondary,no,88,no,no,cellular,150,unknown,no
59,management,married,tertiary,no,2764,no,no,cellular,237,failure,no
30,management,single,tertiary,no,2,yes,yes,cellular,1031,unknown,yes
33,technician,married,tertiary,no,8023,no,no,cellular,107,failure,no
52,blue-collar,married,secondary,no,289,yes,no,unknown,45,unknown,no
83,retired,married,secondary,no,0,no,no,cellular,140,unknown,no
58,self-employed,divorced,tertiary,no,1382,no,no,unknown,700,unknown,yes
33,management,divorced,tertiary,yes,280,no,yes,cellular,155,unknown,no
41,blue-collar,divorced,primary,no,2195,yes,no,unknown,211,unknown,no
31,self-employed,married,secondary,no,33,no,no,cellular,165,unknown,no
35,blue-collar,divorced,secondary,no,275,no,yes,cellular,144,unknown,no
27,management,single,tertiary,no,703,yes,no,unknown,590,unknown,yes
57,admin.,divorced,unknown,no,887,no,no,unknown,43,unknown,no
56,unknown,married,unknown,no,0,no,no,unknown,471,unknown,no
53,admin.,single,secondary,no,1178,yes,no,unknown,295,unknown,no
39,management,married,tertiary,no,2763,yes,no,unknown,526,unknown,yes
32,entrepreneur,single,tertiary,no,890,yes,yes,cellular,27,unknown,no
46,self-employed,married,secondary,no,548,no,no,cellular,1181,unknown,yes
56,technician,married,tertiary,no,272,no,no,cellular,103,unknown,no
46,management,divorced,tertiary,no,6269,yes,no,telephone,249,failure,no
29,entrepreneur,married,secondary,no,178,yes,no,cellular,231,unknown,no
60,management,married,primary,no,252,yes,yes,cellular,123,failure,no
33,housemaid,single,tertiary,no,23663,yes,no,cellular,199,failure,no
27,entrepreneur,single,tertiary,no,81,no,no,cellular,197,failure,no
50,self-employed,divorced,tertiary,no,59,yes,no,unknown,67,unknown,no
45,services,married,secondary,no,1343,no,yes,cellular,220,unknown,no
58,retired,married,secondary,no,225,no,no,cellular,122,unknown,no
59,retired,married,primary,no,0,yes,no,unknown,104,unknown,no
58,retired,divorced,primary,no,2538,yes,no,cellular,307,unknown,no
64,retired,married,primary,no,43,no,no,cellular,117,success,no
47,technician,married,secondary,no,57,no,no,cellular,253,success,no
