age,job,marital,education,default credit,balance,housing,loan,contact,duration,poutcome,y
40,technician,married,secondary,no,77,no,no,unknown,505,unknown,no
43,unemployed,married,secondary,no,0,yes,no,unknown,245,unknown,no
52,blue-collar,divorced,primary,no,55,yes,yes,unknown,186,unknown,no
33,technician,married,secondary,yes,72,yes,no,unknown,623,unknown,no
49,management,single,tertiary,no,163,yes,no,unknown,496,unknown,no
32,management,single,tertiary,no,151,yes,no,unknown,118,unknown,no
39,admin.,single,secondary,no,113,yes,no,unknown,342,unknown,no
40,blue-collar,married,secondary,no,0,yes,no,unknown,225,unknown,no
38,technician,single,tertiary,no,9,yes,no,unknown,185,unknown,no
43,management,married,secondary,no,375,yes,no,unknown,196,unknown,no
39,services,married,secondary,no,1142,yes,no,unknown,276,unknown,no
54,blue-collar,married,primary,no,2102,yes,no,unknown,76,unknown,no
38,technician,single,tertiary,no,4325,yes,no,unknown,87,unknown,no
40,blue-collar,married,secondary,no,217,yes,no,unknown,195,unknown,no
55,admin.,married,secondary,no,131,yes,no,unknown,744,unknown,no
42,management,married,tertiary,no,1680,yes,no,unknown,765,unknown,no
39,blue-collar,married,secondary,no,0,yes,no,unknown,262,unknown,no
40,blue-collar,married,primary,no,46,yes,no,unknown,119,unknown,no
32,blue-collar,married,secondary,no,320,yes,no,unknown,198,unknown,no
55,admin.,married,secondary,no,183,yes,no,unknown,150,unknown,no
45,blue-collar,married,secondary,no,39,no,no,unknown,241,unknown,no
35,management,single,tertiary,no,560,yes,no,unknown,181,unknown,no
58,technician,divorced,secondary,no,469,no,no,unknown,196,unknown,no
35,admin.,married,secondary,no,530,yes,no,unknown,149,unknown,no
49,services,married,primary,no,61,yes,no,unknown,246,unknown,no
34,technician,single,tertiary,no,242,yes,no,unknown,112,unknown,no
36,blue-collar,married,secondary,no,139,yes,no,unknown,309,unknown,no
24,self-employed,single,secondary,no,0,yes,no,unknown,278,unknown,no
34,technician,married,secondary,no,367,yes,no,unknown,140,unknown,no
51,admin.,divorced,secondary,no,228,yes,no,unknown,136,unknown,no
39,technician,single,unknown,no,45248,yes,no,unknown,1623,unknown,yes
50,self-employed,married,unknown,no,-84,yes,no,unknown,101,unknown,no
32,services,single,secondary,no,310,yes,no,unknown,144,unknown,no
42,blue-collar,married,unknown,no,132,yes,no,unknown,238,unknown,no
50,technician,married,secondary,no,797,yes,no,unknown,354,unknown,no
40,services,married,secondary,no,71,no,no,unknown,79,unknown,no
46,management,divorced,unknown,no,2,yes,no,unknown,187,unknown,no
37,management,married,tertiary,no,231,yes,yes,unknown,451,unknown,no
34,blue-collar,married,secondary,no,270,yes,yes,unknown,159,unknown,no
44,blue-collar,married,secondary,no,274,yes,yes,unknown,409,unknown,no
40,admin.,single,secondary,no,-109,yes,yes,unknown,170,unknown,no
37,technician,married,secondary,no,1,yes,no,unknown,608,unknown,yes
33,blue-collar,single,secondary,yes,-60,no,no,unknown,243,unknown,no
35,blue-collar,married,secondary,no,89,yes,no,unknown,145,unknown,no
58,blue-collar,divorced,secondary,no,-11,no,no,unknown,112,unknown,no
39,blue-collar,married,primary,no,0,yes,no,unknown,262,unknown,no
43,blue-collar,married,secondary,no,-509,yes,no,unknown,124,unknown,no
39,unemployed,married,primary,no,408,yes,no,unknown,53,unknown,no
36,services,single,primary,no,58,yes,no,unknown,134,unknown,no
57,retired,single,secondary,no,1640,no,yes,unknown,204,unknown,no
36,admin.,single,secondary,no,20,yes,no,unknown,186,unknown,no
50,blue-collar,married,primary,no,71,yes,no,unknown,678,unknown,no
55,blue-collar,married,secondary,no,52,yes,no,unknown,182,unknown,no
44,self-employed,married,tertiary,no,292,yes,no,unknown,162,unknown,no
44,services,divorced,secondary,no,424,yes,no,unknown,27,unknown,no
39,housemaid,single,primary,no,109,yes,no,unknown,699,unknown,no
46,blue-collar,married,unknown,no,1044,yes,no,unknown,43,unknown,no
39,blue-collar,married,secondary,no,983,yes,no,unknown,97,unknown,no
34,admin.,married,secondary,no,869,no,no,unknown,1677,unknown,yes
40,blue-collar,married,primary,no,668,yes,no,unknown,283,unknown,no
50,management,married,tertiary,no,964,yes,no,unknown,323,unknown,no
31,management,single,secondary,no,301,yes,no,unknown,82,unknown,no
37,admin.,single,secondary,no,140,yes,no,unknown,310,unknown,no
39,management,single,secondary,no,1877,yes,no,unknown,185,unknown,no
51,blue-collar,married,primary,no,1127,yes,no,unknown,47,unknown,no
41,technician,married,secondary,no,871,yes,no,unknown,145,unknown,no
41,technician,married,secondary,no,767,yes,yes,unknown,204,unknown,no
43,blue-collar,married,secondary,no,0,no,no,unknown,187,unknown,no
30,services,single,secondary,no,209,yes,no,unknown,30,unknown,no
54,management,divorced,primary,no,0,no,no,unknown,472,unknown,no
43,blue-collar,divorced,secondary,no,110,yes,yes,unknown,448,unknown,no
59,management,divorced,tertiary,no,-76,yes,yes,unknown,264,unknown,no
47,technician,married,unknown,no,178,yes,no,unknown,169,unknown,no
40,blue-collar,married,primary,no,-66,yes,no,unknown,288,unknown,no
32,technician,married,secondary,no,0,yes,no,unknown,176,unknown,no
29,blue-collar,married,secondary,no,1,yes,no,unknown,215,unknown,no
36,blue-collar,married,secondary,no,0,yes,no,unknown,337,unknown,no
55,unemployed,married,tertiary,no,5345,no,no,unknown,278,unknown,no
30,blue-collar,divorced,secondary,no,-209,yes,no,unknown,188,unknown,no
39,admin.,single,secondary,no,0,yes,no,unknown,174,unknown,no
39,blue-collar,divorced,secondary,no,42,yes,no,unknown,226,unknown,no
50,blue-collar,divorced,secondary,no,41,yes,no,unknown,190,unknown,no
44,blue-collar,married,secondary,no,-99,yes,no,unknown,111,unknown,no
37,technician,single,secondary,no,17,yes,no,unknown,164,unknown,no
46,admin.,married,primary,no,276,yes,yes,unknown,157,unknown,no
32,technician,single,unknown,no,-170,no,no,unknown,46,unknown,no
37,management,single,tertiary,no,230,yes,yes,unknown,374,unknown,no
29,blue-collar,married,secondary,no,9,yes,no,unknown,349,unknown,no
41,blue-collar,married,secondary,no,946,yes,no,unknown,325,unknown,no
45,blue-collar,married,primary,no,1297,yes,no,unknown,233,unknown,no
57,retired,divorced,secondary,no,-331,yes,no,unknown,531,unknown,no
48,blue-collar,single,secondary,no,44,yes,no,unknown,153,unknown,no
60,retired,married,secondary,yes,15,no,no,unknown,80,unknown,no
26,admin.,single,secondary,no,712,yes,no,unknown,232,unknown,no
58,retired,married,secondary,no,5435,yes,no,unknown,118,unknown,no
34,admin.,married,secondary,no,507,yes,no,unknown,190,unknown,no
55,unemployed,divorced,secondary,no,387,yes,no,unknown,918,unknown,yes
41,blue-collar,married,primary,no,0,yes,yes,unknown,238,unknown,no
50,management,divorced,secondary,no,1716,yes,no,unknown,82,unknown,no
49,entrepreneur,married,secondary,no,167,yes,yes,unknown,198,unknown,no
44,admin.,married,unknown,no,40,no,yes,unknown,160,unknown,no
44,blue-collar,married,primary,no,148,yes,no,unknown,211,unknown,no
31,technician,married,secondary,no,17,yes,yes,unknown,120,unknown,no
34,blue-collar,single,tertiary,no,1011,yes,no,unknown,136,unknown,no
46,management,single,unknown,no,1527,yes,no,unknown,269,unknown,no
42,management,married,tertiary,no,744,no,no,unknown,157,unknown,no
52,admin.,married,secondary,no,484,yes,no,unknown,128,unknown,no
29,management,single,tertiary,no,0,yes,no,unknown,211,unknown,no
53,retired,married,primary,no,136,yes,no,unknown,267,unknown,no
43,blue-collar,married,secondary,no,1335,yes,no,unknown,371,unknown,no
38,management,married,secondary,no,517,yes,no,unknown,288,unknown,no
46,management,married,tertiary,no,459,yes,no,unknown,221,unknown,no
48,management,divorced,unknown,no,549,yes,no,unknown,427,unknown,no
30,admin.,divorced,secondary,no,83,yes,yes,unknown,310,unknown,no
44,blue-collar,married,primary,no,213,no,no,unknown,158,unknown,no
31,housemaid,married,primary,no,203,yes,no,unknown,604,unknown,no
42,services,single,secondary,no,518,yes,no,unknown,198,unknown,no
40,management,single,tertiary,no,3877,yes,no,unknown,145,unknown,no
52,admin.,married,secondary,no,1236,yes,no,unknown,247,unknown,no
45,blue-collar,divorced,secondary,no,756,yes,no,unknown,179,unknown,no
48,blue-collar,married,secondary,no,157,yes,no,unknown,73,unknown,no
45,blue-collar,married,primary,no,-66,yes,no,unknown,263,unknown,no
34,blue-collar,married,unknown,no,245,yes,no,unknown,13,unknown,no
34,blue-collar,married,primary,no,-144,yes,no,unknown,79,unknown,no
46,blue-collar,married,secondary,no,71,yes,no,unknown,416,unknown,no
49,services,divorced,secondary,no,505,yes,no,unknown,162,unknown,no
50,technician,married,primary,no,249,yes,no,unknown,129,unknown,no
34,admin.,single,secondary,no,0,yes,no,unknown,150,unknown,no
40,unemployed,single,secondary,no,11,yes,no,unknown,43,unknown,no
36,admin.,married,secondary,no,639,yes,no,unknown,191,unknown,no
59,blue-collar,divorced,unknown,no,124,yes,no,unknown,26,unknown,no
45,blue-collar,married,secondary,no,82,yes,no,unknown,250,unknown,no
36,self-employed,married,tertiary,no,107,yes,no,unknown,146,unknown,no
56,services,married,secondary,no,473,yes,no,unknown,416,unknown,no
42,services,divorced,secondary,no,372,yes,yes,unknown,121,unknown,no
30,admin.,married,secondary,no,46,yes,no,unknown,114,unknown,no
30,student,single,tertiary,no,34,yes,no,unknown,289,unknown,no
47,self-employed,married,unknown,no,935,yes,no,unknown,225,unknown,no
33,blue-collar,married,secondary,no,-10,yes,no,unknown,123,unknown,no
36,admin.,married,secondary,no,-106,yes,no,unknown,130,unknown,no
39,services,divorced,primary,no,471,yes,no,unknown,161,unknown,no
56,admin.,divorced,secondary,no,778,yes,no,unknown,149,unknown,no
39,blue-collar,divorced,unknown,no,170,yes,no,unknown,268,unknown,no
42,technician,married,secondary,no,315,yes,no,unknown,259,unknown,no
52,blue-collar,married,secondary,no,3165,no,no,unknown,26,unknown,no
36,admin.,divorced,secondary,no,131,yes,no,unknown,153,unknown,no
35,entrepreneur,married,secondary,yes,204,yes,no,unknown,424,unknown,no
47,technician,married,secondary,no,83,yes,no,unknown,179,unknown,no
59,services,divorced,secondary,no,0,yes,yes,unknown,97,unknown,no
57,blue-collar,married,primary,no,5431,yes,yes,unknown,383,unknown,no
38,management,married,unknown,no,1759,yes,no,unknown,440,unknown,no
46,unemployed,married,secondary,no,-125,yes,no,unknown,23,unknown,no
34,blue-collar,married,secondary,no,0,no,no,unknown,195,unknown,no
28,services,single,secondary,no,5090,yes,no,unknown,1297,unknown,yes
38,technician,married,unknown,no,573,yes,no,unknown,87,unknown,no
56,blue-collar,married,secondary,no,1602,yes,no,unknown,427,unknown,no
41,blue-collar,single,primary,yes,-137,yes,yes,unknown,189,unknown,no
52,technician,married,unknown,no,0,no,no,unknown,195,unknown,no
54,services,married,secondary,no,193,no,no,unknown,179,unknown,no
61,retired,married,secondary,no,195,yes,yes,unknown,179,unknown,no
53,entrepreneur,married,secondary,no,288,no,no,unknown,69,unknown,no
47,technician,married,secondary,no,19,yes,no,unknown,105,unknown,no
53,blue-collar,married,primary,no,25,yes,no,unknown,266,unknown,no
46,services,married,secondary,no,216,yes,no,unknown,524,unknown,no
39,blue-collar,divorced,primary,no,190,yes,yes,unknown,96,unknown,no
56,technician,divorced,secondary,no,99,yes,no,unknown,155,unknown,no
55,services,divorced,primary,no,2298,yes,no,unknown,162,unknown,no
44,management,married,tertiary,no,17,yes,no,unknown,352,unknown,no
37,technician,married,primary,no,0,yes,no,unknown,76,unknown,no
35,blue-collar,married,primary,no,0,yes,no,unknown,154,unknown,no
55,blue-collar,married,secondary,no,840,yes,no,unknown,310,unknown,no
37,services,married,secondary,no,358,yes,no,unknown,390,unknown,no
30,technician,single,secondary,no,0,yes,no,unknown,369,unknown,no
37,blue-collar,married,primary,no,-325,yes,yes,unknown,112,unknown,no
36,technician,single,secondary,no,-15,yes,no,unknown,341,unknown,no
38,technician,married,secondary,no,581,yes,no,unknown,79,unknown,no
41,admin.,divorced,primary,no,4070,yes,no,unknown,140,unknown,no
48,retired,married,secondary,no,74,no,yes,unknown,315,unknown,no
55,services,divorced,secondary,no,141,yes,no,unknown,262,unknown,no
28,services,divorced,secondary,no,89,no,no,unknown,174,unknown,no
54,services,married,secondary,yes,0,yes,no,unknown,138,unknown,no
30,blue-collar,married,secondary,no,450,no,no,unknown,526,unknown,no
48,technician,married,tertiary,no,310,no,no,unknown,135,unknown,no
31,self-employed,married,secondary,no,0,yes,no,unknown,36,unknown,no
38,blue-collar,married,secondary,no,384,yes,no,unknown,1906,unknown,no
37,blue-collar,married,secondary,no,395,yes,no,unknown,219,unknown,no
37,services,single,unknown,no,-118,yes,no,unknown,147,unknown,no
56,blue-collar,married,primary,no,5,yes,yes,unknown,407,unknown,no
51,blue-collar,married,secondary,no,50,yes,yes,unknown,121,unknown,no
39,blue-collar,married,secondary,no,285,yes,yes,unknown,209,unknown,no
49,technician,married,unknown,no,15,no,no,unknown,92,unknown,no
51,blue-collar,married,primary,no,653,yes,yes,unknown,208,unknown,no
43,self-employed,married,secondary,no,918,yes,no,unknown,193,unknown,no
32,services,married,secondary,no,243,yes,yes,unknown,144,unknown,no
29,technician,single,tertiary,no,405,yes,no,unknown,65,unknown,no
48,management,divorced,tertiary,no,1328,yes,no,unknown,339,unknown,no
55,services,married,primary,no,255,yes,no,unknown,285,unknown,no
53,blue-collar,married,secondary,no,3397,yes,no,unknown,231,unknown,no
47,technician,married,unknown,no,2106,yes,no,unknown,168,unknown,no
39,management,married,tertiary,no,2877,yes,no,unknown,278,unknown,no
31,blue-collar,single,tertiary,no,60,yes,yes,unknown,389,unknown,no
39,blue-collar,married,primary,no,2226,yes,no,unknown,158,unknown,no
40,blue-collar,married,primary,no,2880,yes,no,unknown,145,unknown,no
40,technician,single,unknown,no,-5,yes,no,unknown,78,unknown,no
48,technician,married,secondary,no,147,no,no,unknown,142,unknown,no
33,technician,divorced,secondary,no,7,yes,yes,unknown,87,unknown,no
40,technician,married,secondary,no,109,yes,no,unknown,147,unknown,no
59,retired,married,primary,no,-119,yes,no,unknown,289,unknown,no
30,technician,married,secondary,no,484,yes,no,unknown,703,unknown,yes
31,management,single,tertiary,no,1852,yes,no,unknown,170,unknown,no
35,unemployed,married,secondary,no,533,yes,no,unknown,802,unknown,no
54,technician,divorced,secondary,no,21,yes,no,unknown,381,unknown,no
34,admin.,single,unknown,no,2434,yes,no,unknown,218,unknown,no
32,technician,married,secondary,no,90,yes,yes,unknown,57,unknown,no
56,admin.,divorced,unknown,no,4246,yes,no,unknown,304,unknown,no
32,admin.,single,tertiary,no,395,yes,no,unknown,241,unknown,no
42,blue-collar,married,primary,no,15,yes,no,unknown,230,unknown,no
33,services,married,tertiary,no,85,no,no,unknown,262,unknown,no
52,entrepreneur,married,tertiary,no,-184,yes,yes,unknown,392,unknown,no
52,services,married,secondary,no,660,no,no,unknown,201,unknown,no
52,blue-collar,divorced,primary,yes,-183,yes,no,unknown,145,unknown,no
30,unemployed,divorced,secondary,no,1144,yes,no,unknown,252,unknown,no
44,services,divorced,secondary,no,1,yes,no,unknown,235,unknown,no
35,admin.,married,secondary,no,69,yes,yes,unknown,235,unknown,no
55,management,single,secondary,no,220,yes,no,unknown,328,unknown,no
33,blue-collar,married,primary,no,332,yes,no,unknown,116,unknown,no
37,blue-collar,single,secondary,no,240,yes,no,unknown,246,unknown,no
42,technician,single,secondary,no,0,yes,no,unknown,293,unknown,no
43,unemployed,married,secondary,no,0,yes,no,unknown,37,unknown,no
38,entrepreneur,married,tertiary,no,898,yes,no,unknown,132,unknown,no
37,technician,married,secondary,no,123,yes,yes,unknown,530,unknown,no
31,student,single,secondary,no,252,yes,no,unknown,175,unknown,no
41,management,married,tertiary,no,65,yes,no,unknown,524,unknown,no
41,technician,married,secondary,no,-366,yes,yes,unknown,29,unknown,no
29,student,single,secondary,no,209,yes,no,unknown,311,unknown,no
38,admin.,single,secondary,no,221,yes,no,unknown,211,unknown,no
44,self-employed,divorced,tertiary,no,4,yes,no,unknown,312,unknown,no
39,admin.,married,secondary,no,104,yes,no,unknown,412,unknown,no
28,technician,single,secondary,no,312,yes,no,unknown,392,unknown,no
33,blue-collar,married,secondary,no,-349,yes,no,unknown,191,unknown,no
41,services,married,unknown,no,4,no,no,unknown,284,unknown,no
40,blue-collar,married,primary,no,-322,yes,yes,unknown,144,unknown,no
29,admin.,married,secondary,no,-150,yes,no,unknown,328,unknown,no
38,management,married,unknown,no,1349,yes,no,unknown,100,unknown,no
32,admin.,married,tertiary,no,281,yes,no,unknown,226,unknown,no
45,services,married,secondary,no,1259,yes,no,unknown,507,unknown,no
33,admin.,single,secondary,no,101,yes,no,unknown,392,unknown,no
34,blue-collar,married,secondary,no,848,yes,no,unknown,684,unknown,no
41,entrepreneur,married,unknown,no,89,yes,no,unknown,333,unknown,no
41,blue-collar,married,secondary,no,140,yes,no,unknown,311,unknown,no
35,admin.,single,secondary,no,148,yes,no,unknown,128,unknown,no
40,technician,single,secondary,no,200,yes,no,unknown,322,unknown,no
